student_id,first_name,last_name,age,sex,civil_status,region,province,municipality,barangay_type,year_level,course,course_category,gwa_percentage,gwa_numeric_1to5,family_annual_income_php,family_size,is_solo_parent_dependent,is_pwd,is_indigenous_people,is_4ps_beneficiary,is_ofw_dependent,parents_occupation,high_school_type,shs_strand,enrolled_hei_type,has_existing_scholarship,scholarship_label
11323,Marvin,Rivera,25,Male,Single,Region VII,Cebu,Town Center,Urban,1,BS Agribusiness Management,Agriculture,84.36,3.09,88000.0,3.0,No,No,No,No,No,OFW,Public,STEM,Private HEI,No,CHED SIKAP
11324,Victor,Guerrero,25,Male,Single,Region II,Isabela,San Agustin,Rural,3,BA Sociology,Social Sciences,79.04,3.79,593000.0,3.0,No,Yes,No,No,No,Sugarcane Farmer,Public,Academic (HUMSS/GAS),LUC,No,CHED SIKAP
11325,Juan,Torres,21,Female,Single,Region II,Cagayan,Roxas,Rural,1,BS Computer Science,IT/Computing,79.96,3.67,274000.0,7.0,No,No,No,No,No,OFW,Private,STEM,SUC,No,CHED SIKAP
11326,Kristine,Pagulayan,23,Female,Single,Region II,Isabela,Alicia,Urban,4,BS Chemistry,Science,93.62,1.85,490000.0,7.0,No,No,No,Yes,No,Driver/Tricycle Operator,Public,STEM,SUC,No,CHED SIKAP
11327,Vanessa,Villanueva,25,Female,Single,Region II,Isabela,Reina Mercedes,Rural,4,BS Chemistry,Science,84.82,3.02,155000.0,9.0,Yes,No,No,No,No,Fisherfolk,Public,STEM,Private HEI,Yes,CHED SIKAP
11328,Maria,Domingo,25,Female,Single,Region II,Cagayan,Roxas,Rural,2,Bachelor of Elementary Education,Education,86.98,2.74,401000.0,6.0,No,No,No,No,No,Unemployed,Public,Academic (HUMSS/GAS),Private HEI,No,CHED SIKAP
11329,Rommel,Reyes,21,Female,Single,Region II,Cagayan,Roxas,Urban,1,BS Mechanical Engineering,Engineering,77.42,4.01,683000.0,8.0,No,No,No,No,No,Driver/Tricycle Operator,Public,STEM,LUC,No,CHED SIKAP
11330,Angela,Hernandez,21,Female,Single,NCR,Metro Manila,Municipal Hall Area,Rural,1,Bachelor of Secondary Education,Education,90.99,2.2,535000.0,6.0,No,No,No,Yes,No,Driver/Tricycle Operator,Public,Academic (HUMSS/GAS),Private HEI,No,CHED SIKAP
11331,Karen,Panganiban,17,Female,Single,Region II,Quirino,Divilacan,Rural,4,BS Hotel and Restaurant Management,Hospitality,96.99,1.4,376000.0,8.0,Yes,No,No,Yes,No,Government Employee,Public,TVL/ABM,LUC,No,CHED SIKAP
11332,Oliver,Hernandez,23,Female,Single,Region I,La Union,City Proper,Rural,2,BS Physics,Science,87.61,2.65,391000.0,6.0,No,No,No,No,No,Farmer,Public,STEM,LUC,No,CHED SIKAP
11333,Angelo,Javier,25,Female,Single,Region II,Isabela,Santiago City,Rural,3,Bachelor of Secondary Education,Education,84.07,3.12,482000.0,9.0,Yes,No,No,No,Yes,Government Employee,Public,Academic (HUMSS/GAS),Private HEI,No,CHED SIKAP
11334,Jose,Lagman,25,Male,Single,Region II,Nueva Vizcaya,San Agustin,Rural,1,BS Civil Engineering,Engineering,96.29,1.49,590000.0,4.0,No,No,No,No,No,Coconut Farmer,Private,STEM,SUC,Yes,CHED SIKAP
11335,Kevin,Bernardo,23,Female,Single,Region II,Isabela,Roxas,Rural,4,BS Agribusiness Management,Agriculture,94.92,1.68,654000.0,2.0,Yes,No,No,No,Yes,Coconut Farmer,Public,STEM,SUC,No,CHED SIKAP
11336,Ryan,De Leon,22,Female,Single,CAR,Mountain Province,Town Center,Urban,3,BS Fisheries,Agriculture,87.71,2.64,243000.0,7.0,No,No,No,No,No,Government Employee,Public,STEM,Private HEI,No,CHED SIKAP
11337,Christian,Hernandez,19,Female,Single,Region V,Other Province,Other City/Municipality,Rural,1,BS Environmental Science,Science,79.27,3.76,636000.0,2.0,No,No,No,No,Yes,Coconut Farmer,Public,STEM,SUC,Yes,CHED SIKAP
11338,Arjay,Ocampo,22,Female,Single,Region II,Cagayan,Burgos,Rural,1,BS Business Administration,Business,82.09,3.39,440000.0,9.0,Yes,No,No,No,No,Self-Employed,Public,ABM,SUC,No,CHED SIKAP
11339,Maricel,Cabauatan,20,Male,Single,NCR,Other Province,Town Center,Rural,4,BS Physics,Science,91.35,2.15,271000.0,5.0,No,No,No,No,No,OFW,Public,STEM,SUC,No,CHED SIKAP
11340,Yna,Santiago,23,Female,Single,Region II,Isabela,Divilacan,Urban,1,BS Hotel and Restaurant Management,Hospitality,90.65,2.25,450000.0,4.0,No,No,No,No,No,Driver/Tricycle Operator,Private,STEM,LUC,No,CHED SIKAP
11341,Angelo,Urbano,20,Female,Single,CARAGA,Other Province,City Proper,Rural,2,BS Hotel and Restaurant Management,Hospitality,88.36,2.55,444000.0,9.0,No,No,No,No,No,Construction Worker,Public,STEM,Private HEI,No,CHED SIKAP
11342,Maria,Guerrero,23,Female,Single,Region VII,Other Province,Municipal Hall Area,Rural,1,BS Fisheries,Agriculture,87.19,2.71,480000.0,6.0,No,No,No,Yes,No,Government Employee,Private,STEM,LUC,No,CHED SIKAP
11343,Joanna,Cagurangan,25,Male,Single,Region II,Isabela,San Agustin,Rural,1,BS Business Administration,Business,95.77,1.56,265000.0,6.0,No,No,No,Yes,No,Construction Worker,Public,ABM,Unknown,No,CHED SIKAP
11344,Oliver,Fernandez,23,Male,Single,Region II,Isabela,San Agustin,Rural,4,BA Public Administration,Social Sciences,89.63,2.38,222000.0,8.0,No,No,Yes,No,No,Construction Worker,Public,Academic (HUMSS/GAS),Private HEI,No,CHED SIKAP
11345,Joanna,Lumaban,22,Male,Single,Region II,Cagayan,Divilacan,Rural,4,BS Computer Engineering,Engineering,84.68,3.04,400000.0,8.0,No,No,No,No,No,Unemployed,Public,STEM,Private HEI,No,CHED SIKAP
11346,Yna,Garcia,24,Male,Single,CAR,Mountain Province,City Proper,Rural,2,BA Public Administration,Social Sciences,88.75,2.5,160000.0,9.0,Yes,No,Yes,No,No,Unemployed,Public,STEM,Private HEI,No,CHED SIKAP
11347,Ryan,Aquino,25,Female,Single,Region II,Cagayan,Cauayan City,Urban,1,Bachelor of Secondary Education,Education,91.51,2.13,277000.0,3.0,No,No,No,No,No,Government Employee,Public,Academic (HUMSS/GAS),LUC,No,CHED SIKAP
11348,Oliver,Javier,21,Male,Single,NCR,Metro Manila,Other City/Municipality,Rural,1,BS Information Technology,IT/Computing,85.64,2.91,364000.0,7.0,No,No,No,No,Yes,Unemployed,Public,STEM,LUC,No,CHED SIKAP
11349,Karen,Bernardo,23,Female,Single,CARAGA,Other Province,City Proper,Rural,2,BS Information Systems,IT/Computing,87.64,2.65,331000.0,5.0,No,No,No,Yes,No,Self-Employed,Private,STEM,LUC,No,CHED SIKAP
11350,Francis,Reyes,25,Female,Single,Region II,Isabela,Echague,Urban,4,BS Data Science,IT/Computing,90.59,2.25,544000.0,4.0,No,Yes,No,No,No,Sugarcane Farmer,Private,STEM,Private HEI,No,CHED SIKAP
11351,Kevin,Pagulayan,23,Female,Single,CARAGA,Agusan del Norte,Municipal Hall Area,Rural,3,BS Information Technology,IT/Computing,85.46,2.94,273000.0,6.0,No,No,No,Yes,Yes,Self-Employed,Public,STEM,LUC,No,CHED SIKAP
11352,Eduardo,Panganiban,17,Female,Married,Region II,Isabela,San Agustin,Rural,2,BS Statistics,Science,84.94,3.01,97000.0,2.0,Yes,No,Yes,No,No,Construction Worker,Public,STEM,Private HEI,No,CHED SIKAP
11353,Ana,Reyes,20,Female,Single,Region X,Cagayan de Oro,Other City/Municipality,Rural,1,BS Agriculture,Agriculture,87.83,2.62,406000.0,8.0,No,No,No,No,No,Fisherfolk,Public,STEM,SUC,No,CHED SIKAP
11354,Angela,Santos,23,Male,Single,CAR,Other Province,City Proper,Rural,1,BS Information Systems,IT/Computing,96.71,1.44,300000.0,5.0,No,No,No,Yes,Yes,Unemployed,Public,STEM,SUC,No,CHED SIKAP
11355,Ryan,Cabauatan,21,Male,Single,Region II,Isabela,Tumauini,Rural,1,BS Statistics,Science,92.49,2.0,180000.0,5.0,Yes,No,No,No,No,Driver/Tricycle Operator,Public,STEM,SUC,No,CHED SIKAP
11356,Angelo,Mendoza,25,Female,Single,Region II,Cagayan,Reina Mercedes,Urban,1,BS Agricultural Economics,Agriculture,85.52,2.93,562000.0,6.0,No,No,No,Yes,Yes,Vendor/Small Business,Private,STEM,SUC,No,CHED SIKAP
11357,Michael,Bautista,25,Male,Married,Region II,Cagayan,Other City/Municipality,Rural,2,BS Hotel and Restaurant Management,Hospitality,92.94,1.94,398000.0,6.0,No,No,No,Yes,No,Government Employee,Public,STEM,LUC,No,CHED SIKAP
11358,Karen,Manalo,20,Male,Single,Region V,Camarines Sur,Other City/Municipality,Rural,4,BS Financial Management,Business,87.95,2.61,452000.0,9.0,No,No,No,No,No,Unemployed,Public,ABM,SUC,Yes,CHED SIKAP
11359,Patricia,Torres,19,Female,Single,Region II,Isabela,Ilagan City,Rural,2,BS Tourism Management,Hospitality,89.9,2.35,360000.0,4.0,Yes,No,No,No,Yes,Government Employee,Private,STEM,LUC,No,CHED SIKAP
11360,Bryan,Navarro,21,Female,Single,Region X,Other Province,Municipal Hall Area,Rural,2,BS Fisheries,Agriculture,89.37,2.42,177000.0,5.0,No,No,No,No,Yes,Farmer,Public,STEM,SUC,No,CHED SIKAP
11361,Ramon,Ramos,21,Male,Single,CAR,Ifugao,Other City/Municipality,Urban,3,BS Biology,Science,75.66,4.25,600000.0,6.0,No,No,No,No,No,Unemployed,Private,STEM,SUC,No,CHED SIKAP
11362,Renz,Cruz,25,Female,Single,Region VII,Negros Oriental,Municipal Hall Area,Rural,1,BS Psychology,Social Sciences,89.21,2.44,567000.0,4.0,No,No,No,No,No,Private Employee,Private,Academic (HUMSS/GAS),Private HEI,No,CHED SIKAP
11363,Rowena,Garcia,19,Male,Single,Region II,Isabela,Cabagan,Rural,3,BS Physics,Science,82.95,3.27,451000.0,6.0,No,No,No,No,No,Farmer,Public,STEM,SUC,No,CHED SIKAP
11364,Angela,Dizon,23,Male,Single,Region II,Isabela,Alicia,Rural,1,Bachelor of Secondary Education,Education,78.39,3.88,471000.0,5.0,No,No,No,No,No,Driver/Tricycle Operator,Public,STEM,SUC,No,CHED SIKAP
11365,Kristine,Ramos,25,Male,Single,Region II,Isabela,Cordon,Urban,2,BS Computer Engineering,Engineering,83.13,3.25,350000.0,3.0,No,No,No,No,No,Private Employee,Public,STEM,SUC,No,CHED SIKAP
11366,Jasmine,Navarro,24,Male,Single,Region II,Cagayan,San Agustin,Rural,4,BS Tourism Management,Hospitality,93.26,1.9,339000.0,7.0,No,No,No,No,No,Vendor/Small Business,Public,STEM,Private HEI,No,CHED SIKAP
11367,Joanna,Cagurangan,23,Male,Single,Region II,Quirino,Burgos,Rural,2,BS Hospitality Management,Hospitality,89.98,2.34,368000.0,9.0,Yes,No,No,No,No,Driver/Tricycle Operator,Private,ABM,SUC,No,CHED SIKAP
11368,Jasmine,Pagulayan,21,Female,Single,Region II,Isabela,Divilacan,Urban,3,Bachelor of Secondary Education,Education,92.38,2.02,346000.0,6.0,No,No,No,No,No,Construction Worker,Public,Academic (HUMSS/GAS),Private HEI,No,CHED SIKAP
11369,Angela,Cabauatan,25,Male,Single,Region V,Albay,Municipal Hall Area,Rural,2,BS Financial Management,Business,90.53,2.26,296000.0,6.0,No,No,No,No,No,Construction Worker,Private,STEM,SUC,No,CHED SIKAP
11370,Daniel,Pagulayan,21,Male,Single,Region II,Isabela,San Agustin,Rural,4,BA Sociology,Social Sciences,82.57,3.32,239000.0,6.0,No,No,No,No,Yes,Unemployed,Public,STEM,SUC,No,CHED SIKAP
11371,Marvin,Caballero,24,Male,Single,Region II,Cagayan,Naguilian,Urban,2,BS Agricultural Economics,Agriculture,92.4,2.01,503000.0,5.0,No,No,No,No,Yes,Vendor/Small Business,Public,STEM,SUC,No,CHED SIKAP
11372,Arjay,Bautista,21,Male,Single,Region II,Isabela,Divilacan,Urban,1,BS Data Science,IT/Computing,91.3,2.16,555000.0,9.0,Yes,Yes,No,No,No,Driver/Tricycle Operator,Public,STEM,SUC,No,CHED SIKAP
11373,Bryan,Bautista,17,Female,Single,Region I,La Union,Municipal Hall Area,Urban,1,BA Communication,Social Sciences,87.22,2.7,64000.0,6.0,No,No,No,Yes,No,Fisherfolk,Private,STEM,LUC,No,CHED SIKAP
11374,Nicole,Javier,21,Male,Single,CAR,Other Province,Town Center,Urban,2,BS Financial Management,Business,88.24,2.57,606000.0,2.0,No,No,No,No,No,Unemployed,Public,ABM,Private HEI,No,CHED SIKAP
11375,Maricel,Panganiban,21,Female,Single,NCR,Metro Manila,Municipal Hall Area,Rural,3,BS Hospitality Management,Hospitality,92.5,2.0,511000.0,9.0,No,No,No,No,No,Sugarcane Farmer,Public,STEM,Private HEI,No,CHED SIKAP
11376,Ramon,Lumaban,21,Female,Single,Region II,Cagayan,Other City/Municipality,Urban,1,BS Electronics Engineering,Engineering,83.55,3.19,353000.0,8.0,No,No,No,No,No,Self-Employed,Private,STEM,LUC,No,CHED SIKAP
11377,Eduardo,Hernandez,20,Male,Single,NCR,Other Province,Town Center,Urban,1,BS Computer Science,IT/Computing,94.21,1.77,659000.0,7.0,No,No,No,No,No,Self-Employed,Public,STEM,SUC,No,CHED SIKAP
11378,Oliver,Bautista,23,Female,Single,Region V,Sorsogon,Other City/Municipality,Rural,2,BS Business Administration,Business,91.18,2.18,548000.0,2.0,Yes,No,No,No,No,Government Employee,Private,STEM,LUC,No,CHED SIKAP
11379,Maricel,Quiambao,23,Female,Single,Region II,Cagayan,Ilagan City,Urban,3,BS Medical Technology,Health Sciences,87.91,2.61,619000.0,6.0,No,No,No,No,No,Coconut Farmer,Public,STEM,LUC,No,CHED SIKAP
11380,Rowena,Manalo,21,Female,Single,Region II,Cagayan,San Agustin,Urban,3,BA Communication,Social Sciences,96.78,1.43,66000.0,8.0,No,No,No,No,No,Fisherfolk,Private,Academic (HUMSS/GAS),LUC,No,CHED SIKAP
11381,Mark,Pagulayan,21,Male,Single,Region X,Bukidnon,Municipal Hall Area,Urban,1,Bachelor of Secondary Education,Education,80.39,3.61,473000.0,7.0,Yes,No,No,No,No,Coconut Farmer,Public,Academic (HUMSS/GAS),LUC,No,CHED SIKAP
11382,Yna,Santos,19,Male,Married,Region II,Isabela,Ilagan City,Rural,1,BS Agricultural Education,Education,85.23,2.97,507000.0,7.0,No,No,No,No,No,Coconut Farmer,Public,STEM,SUC,No,CHED SIKAP
11383,Lovely,Pagulayan,22,Female,Single,Region II,Isabela,Other City/Municipality,Rural,1,BS Information Technology,IT/Computing,83.94,3.14,584000.0,8.0,No,No,No,No,Yes,Farmer,Public,STEM,Private HEI,No,CHED SIKAP
11384,Carlo,Manalo,25,Female,Single,Region II,Cagayan,Jones,Urban,2,Bachelor of Elementary Education,Education,89.98,2.34,416000.0,6.0,No,No,No,No,No,Driver/Tricycle Operator,Public,Academic (HUMSS/GAS),Private HEI,No,CHED SIKAP
11385,Grace,Aquino,25,Male,Single,Region XI,Other Province,City Proper,Urban,2,BA Public Administration,Social Sciences,94.76,1.7,429000.0,9.0,No,No,No,No,No,Vendor/Small Business,Public,Academic (HUMSS/GAS),Private HEI,No,CHED SIKAP
11386,Lovely,Guerrero,20,Female,Single,Region II,Isabela,Naguilian,Rural,1,BS Hospitality Management,Hospitality,82.2,3.37,669000.0,6.0,No,No,No,Yes,No,Farmer,Public,ABM,SUC,No,CHED SIKAP
11387,Daniel,Garcia,25,Male,Single,Region VII,Cebu,Municipal Hall Area,Rural,2,BA Communication,Social Sciences,84.06,3.13,285000.0,6.0,No,No,No,No,No,Farmer,Public,Academic (HUMSS/GAS),SUC,No,CHED SIKAP
11388,Marvin,Manalo,21,Female,Single,CARAGA,Agusan del Norte,Town Center,Rural,3,BS Information Technology,IT/Computing,89.99,2.33,267000.0,8.0,No,No,No,Yes,No,Sugarcane Farmer,Public,STEM,Unknown,No,CHED SIKAP
11389,Ivan,Ybañez,19,Male,Single,CAR,Mountain Province,Municipal Hall Area,Rural,3,BS Environmental Science,Science,87.92,2.61,321000.0,5.0,No,No,No,No,No,Self-Employed,Private,STEM,Private HEI,No,CHED SIKAP
11390,Ryan,Flores,18,Male,Single,Region II,Quirino,Divilacan,Rural,4,BS Marketing Management,Business,88.17,2.58,413000.0,4.0,No,No,No,No,Yes,Driver/Tricycle Operator,Public,STEM,SUC,No,CHED SIKAP
11391,Marvin,Ramos,19,Female,Single,Region II,Quirino,Divilacan,Urban,3,BS Hotel and Restaurant Management,Hospitality,83.3,3.23,111000.0,6.0,No,No,No,No,No,Driver/Tricycle Operator,Public,TVL/ABM,SUC,No,CHED SIKAP
11392,Paolo,Villanueva,22,Female,Single,CARAGA,Surigao del Norte,Municipal Hall Area,Rural,4,BS Accountancy,Business,94.09,1.79,544000.0,7.0,No,No,No,No,Yes,Private Employee,Private,ABM,Private HEI,No,CHED SIKAP
11393,Paolo,Villanueva,21,Female,Single,Region VII,Other Province,City Proper,Urban,4,BS Physics,Science,82.95,3.27,379000.0,8.0,No,Yes,No,No,No,OFW,Public,STEM,SUC,Yes,CHED SIKAP
11394,Zara,Cruz,20,Female,Single,Region XI,Other Province,Other City/Municipality,Rural,4,BS Business Administration,Business,77.64,3.98,567000.0,8.0,No,No,No,No,No,Private Employee,Private,ABM,SUC,Yes,CHED SIKAP
11395,Maricel,Caballero,20,Female,Single,Region X,Misamis Oriental,Other City/Municipality,Rural,2,BS Physics,Science,81.39,3.48,568000.0,6.0,No,No,No,No,No,Construction Worker,Public,STEM,Unknown,No,CHED SIKAP
11396,Patricia,Javier,19,Female,Single,Region V,Sorsogon,Other City/Municipality,Rural,1,BS Hospitality Management,Hospitality,96.28,1.5,656000.0,6.0,No,No,No,No,No,Unemployed,Public,ABM,SUC,No,CHED SIKAP
11397,Karen,Urbano,19,Male,Single,Region II,Isabela,Ilagan City,Rural,1,BS Hotel and Restaurant Management,Hospitality,95.15,1.65,490000.0,5.0,No,No,No,No,No,Private Employee,Private,STEM,SUC,No,CHED SIKAP
11398,Ana,Javier,24,Female,Single,Region II,Isabela,Echague,Urban,4,BS Electronics Engineering,Engineering,76.26,4.17,415000.0,7.0,No,No,No,No,No,Sugarcane Farmer,Public,STEM,Private HEI,No,CHED SIKAP
11399,Francis,Delos Reyes,25,Male,Single,Region II,Isabela,Jones,Rural,4,BS Agricultural Education,Agriculture,92.62,1.98,569000.0,2.0,No,No,No,No,No,Construction Worker,Public,STEM,SUC,No,CHED SIKAP
11400,Riza,Tobias,21,Male,Single,Region II,Isabela,Divilacan,Rural,4,BS Nutrition and Dietetics,Health Sciences,89.35,2.42,295000.0,6.0,Yes,No,No,Yes,No,Coconut Farmer,Public,STEM,SUC,No,CHED TDP
11401,Maria,Cruz,24,Female,Single,Region II,Cagayan,Cauayan City,Rural,2,BS Medical Technology,Health Sciences,82.51,3.33,259000.0,4.0,No,No,No,Yes,Yes,Vendor/Small Business,Public,STEM,SUC,No,CHED TDP
11402,Marvin,Castillo,17,Male,Single,Region II,Isabela,San Agustin,Urban,1,BS Mechanical Engineering,Engineering,86.7,2.77,328000.0,6.0,No,No,No,Yes,No,Private Employee,Private,STEM,SUC,No,CHED TDP
11403,Jenny,Reyes,17,Male,Single,Region II,Cagayan,Alicia,Urban,2,BS Information Technology,IT/Computing,86.4,2.81,212000.0,5.0,No,No,No,No,No,Self-Employed,Public,STEM,SUC,No,CHED TDP
11404,Liza,Panganiban,19,Male,Single,NCR,Metro Manila,City Proper,Rural,1,BS Information Technology,IT/Computing,83.32,3.22,253000.0,9.0,No,No,No,No,No,Farmer,Public,STEM,Private HEI,No,CHED TDP
11405,Zara,Bernardo,23,Male,Single,Region II,Isabela,Naguilian,Urban,1,BS Biology,Science,88.91,2.48,165000.0,6.0,No,No,No,No,No,OFW,Public,STEM,SUC,No,CHED TDP
11406,Mark,Ilagan,21,Female,Single,Region I,Ilocos Sur,City Proper,Rural,3,BA Communication,Social Sciences,83.6,3.19,175000.0,6.0,No,No,Yes,No,No,Sugarcane Farmer,Public,STEM,Private HEI,No,CHED TDP
11407,Ramon,Estrada,20,Female,Single,CARAGA,Surigao del Norte,Other City/Municipality,Urban,3,BS Data Science,IT/Computing,81.75,3.43,287000.0,6.0,No,No,No,No,No,Vendor/Small Business,Public,STEM,LUC,No,CHED TDP
11408,Mark,Bernardo,18,Male,Married,Region I,La Union,Town Center,Rural,3,BS Agribusiness (Sugar Industry),Sugarcane-Related,80.56,3.59,310000.0,5.0,No,No,No,Yes,No,Driver/Tricycle Operator,Public,STEM,Private HEI,No,CHED TDP
11409,John,Panganiban,21,Female,Single,Region II,Cagayan,Tumauini,Urban,2,BS Statistics,Science,92.56,1.99,340000.0,4.0,No,No,No,No,No,Driver/Tricycle Operator,Private,STEM,Unknown,No,CHED TDP
11410,Francis,Bautista,19,Female,Single,Region VI,Negros Occidental,Town Center,Rural,4,BS Hospitality Management,Hospitality,84.56,3.06,154000.0,7.0,No,No,Yes,Yes,No,Vendor/Small Business,Public,STEM,Unknown,No,CHED TDP
11411,Grace,Navarro,19,Female,Single,Region II,Quirino,Cauayan City,Urban,1,BA Public Administration,Social Sciences,84.64,3.05,285000.0,7.0,No,No,No,No,No,Unemployed,Private,STEM,SUC,No,CHED TDP
11412,John,Reyes,18,Male,Married,Region II,Isabela,Tumauini,Urban,2,BS Tourism Management,Hospitality,82.69,3.31,248000.0,9.0,No,Yes,No,Yes,No,Private Employee,Private,ABM,SUC,No,CHED TDP
11413,Oliver,Torres,21,Female,Single,Region II,Isabela,Jones,Rural,1,BS Civil Engineering,Engineering,91.32,2.16,311000.0,7.0,No,No,No,No,No,Fisherfolk,Private,STEM,LUC,No,CHED TDP
11414,Ana,Caballero,19,Female,Single,Region II,Isabela,Alicia,Rural,1,BS Psychology,Social Sciences,81.43,3.48,193000.0,7.0,No,Yes,No,No,No,OFW,Public,Academic (HUMSS/GAS),LUC,Yes,CHED TDP
11415,Ivan,Dizon,21,Female,Single,Region V,Albay,Other City/Municipality,Rural,3,BS Electronics Engineering,Engineering,82.07,3.39,219000.0,7.0,No,No,No,No,No,Farmer,Public,STEM,SUC,No,CHED TDP
11416,Marvin,Lagman,17,Male,Single,Region II,Isabela,Cordon,Urban,1,BS Chemical Engineering,Engineering,85.24,2.97,116000.0,4.0,No,No,No,No,No,Unemployed,Public,STEM,Unknown,No,CHED TDP
11417,Angelo,Ybañez,22,Male,Single,Region II,Isabela,San Agustin,Urban,3,BS Information Systems,IT/Computing,86.32,2.82,187000.0,3.0,No,No,No,No,No,Driver/Tricycle Operator,Public,STEM,LUC,No,CHED TDP
11418,Rhea,Dizon,22,Male,Single,Region II,Cagayan,Burgos,Rural,4,BS Agribusiness Management,Agriculture,88.77,2.5,248000.0,4.0,No,No,No,No,No,Coconut Farmer,Private,STEM,LUC,No,CHED TDP
11419,Zara,Ocampo,20,Female,Single,Region II,Cagayan,Echague,Rural,4,BS Data Science,IT/Computing,83.97,3.14,263000.0,7.0,No,No,No,No,No,Fisherfolk,Public,STEM,SUC,Yes,CHED TDP
11420,Renz,Valencia,21,Female,Single,CARAGA,Agusan del Norte,Municipal Hall Area,Urban,3,BS Environmental Science,Science,91.96,2.07,204000.0,9.0,Yes,No,No,No,No,Coconut Farmer,Private,STEM,SUC,No,CHED TDP
11421,Ivan,Garcia,23,Female,Single,Region I,La Union,City Proper,Urban,1,BS Hotel and Restaurant Management,Hospitality,83.99,3.13,262000.0,7.0,No,No,No,Yes,No,Government Employee,Public,TVL/ABM,SUC,No,CHED TDP
11422,Christian,Navarro,17,Female,Single,Region II,Isabela,Cauayan City,Rural,3,BS Fisheries,Agriculture,82.77,3.3,368000.0,6.0,No,No,No,No,Yes,Coconut Farmer,Private,STEM,SUC,No,CHED TDP
11423,Marvin,Flores,21,Male,Single,Region II,Cagayan,Cordon,Urban,3,BS Business Administration,Business,82.43,3.34,176000.0,9.0,No,No,No,Yes,No,Fisherfolk,Public,ABM,SUC,No,CHED TDP
11424,Paolo,Soriano,18,Male,Single,Region II,Isabela,Alicia,Rural,2,BS Civil Engineering,Engineering,83.61,3.19,290000.0,5.0,No,No,No,No,No,Sugarcane Farmer,Public,STEM,SUC,No,CHED TDP
11425,Kevin,Villanueva,21,Female,Single,Region II,Isabela,Burgos,Rural,2,BS Chemistry,Science,82.19,3.37,200000.0,3.0,No,No,No,No,No,Sugarcane Farmer,Public,STEM,LUC,No,CHED TDP
11426,Noel,Ybañez,20,Male,Married,Region II,Isabela,San Agustin,Urban,1,BS Financial Management,Business,89.1,2.45,210000.0,6.0,No,No,No,No,No,Coconut Farmer,Public,ABM,Private HEI,No,CHED TDP
11427,Kevin,Cruz,21,Female,Single,Region II,Isabela,Cabagan,Urban,4,BS Information Systems,IT/Computing,82.8,3.29,173000.0,9.0,No,No,No,No,No,Coconut Farmer,Private,STEM,Private HEI,No,CHED TDP
11428,Maricris,Castillo,23,Male,Single,Region II,Nueva Vizcaya,Divilacan,Rural,4,BS Hotel and Restaurant Management,Hospitality,85.92,2.88,159000.0,4.0,No,No,No,No,No,Self-Employed,Public,ABM,SUC,No,CHED TDP
11429,Daniel,Estrada,23,Female,Single,Region II,Cagayan,San Agustin,Rural,3,BS Chemical Engineering (Sugar Processing),Sugarcane-Related,82.69,3.31,208000.0,2.0,No,No,No,No,No,Government Employee,Public,STEM,Unknown,No,CHED TDP
11430,Grace,Cagurangan,24,Male,Single,Region II,Isabela,Cabagan,Rural,3,BS Marketing Management,Business,82.17,3.38,337000.0,6.0,No,No,No,No,No,Driver/Tricycle Operator,Public,ABM,Unknown,No,CHED TDP
11431,Liza,De Leon,20,Female,Single,Region II,Isabela,San Agustin,Rural,1,BS Physics,Science,90.38,2.28,184000.0,8.0,No,No,Yes,Yes,No,Fisherfolk,Public,STEM,Private HEI,No,CHED TDP
11432,Mark,Caballero,23,Female,Single,Region II,Isabela,Tumauini,Urban,3,BS Agricultural Education,Education,92.17,2.04,171000.0,2.0,No,No,No,No,No,Self-Employed,Public,STEM,SUC,No,CHED TDP
11433,Jessa,Santiago,22,Male,Single,Region II,Isabela,Other City/Municipality,Rural,4,BS Nutrition and Dietetics,Health Sciences,90.97,2.2,266000.0,8.0,No,No,No,No,No,Farmer,Private,STEM,SUC,Yes,CHED TDP
11434,Jessa,Panganiban,20,Female,Single,Region V,Albay,Town Center,Rural,1,BA Political Science,Social Sciences,81.1,3.52,248000.0,3.0,No,No,No,No,No,Farmer,Public,STEM,Private HEI,No,CHED TDP
11435,Riza,Flores,21,Female,Single,Region II,Cagayan,Santiago City,Urban,2,BS Medical Technology,Health Sciences,81.6,3.45,242000.0,7.0,No,No,No,No,No,OFW,Private,STEM,LUC,No,CHED TDP
11436,Andrei,Tobias,21,Female,Single,Region V,Other Province,Town Center,Rural,4,BS Tourism Management,Hospitality,93.52,1.86,270000.0,2.0,No,No,No,Yes,No,Farmer,Private,TVL/ABM,Unknown,No,CHED TDP
11437,Jessa,De Leon,24,Male,Single,Region II,Isabela,Tumauini,Rural,4,BS Statistics,Science,85.48,2.94,162000.0,3.0,No,Yes,No,Yes,Yes,Private Employee,Public,STEM,SUC,No,CHED TDP
11438,Gina,Santiago,23,Female,Single,Region II,Isabela,Reina Mercedes,Urban,2,BS Accountancy,Business,81.45,3.47,172000.0,7.0,No,No,No,No,No,Fisherfolk,Public,ABM,SUC,No,CHED TDP
11439,Maricel,Navarro,20,Male,Single,Region II,Cagayan,Alicia,Rural,2,BS Nutrition and Dietetics,Health Sciences,90.3,2.29,332000.0,8.0,No,No,No,No,No,Sugarcane Farmer,Public,STEM,SUC,No,CHED TDP
